0.748587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.94031,0.309292,0.440964,0.367372,0.37349,0.444943,0.264745,0.275648,0.451582,0.256128,0.332773,0.442621,0.257601,0.246338,0.449088,0.32485,0.379319,0.44578,0.305794
5.95032,0.309276,0.440901,0.367383,0.373413,0.444911,0.264718,0.275563,0.451511,0.256159,0.332692,0.442573,0.257598,0.246294,0.449001,0.324898,0.379266,0.445748,0.305763
5.97031,0.309235,0.440877,0.367396,0.373299,0.445003,0.264691,0.275434,0.451465,0.256197,0.332577,0.442609,0.257597,0.246214,0.448897,0.324955,0.379177,0.445839,0.305733
5.99031,0.309318,0.441035,0.367383,0.373278,0.445137,0.264612,0.27541,0.451686,0.256222,0.332547,0.44278,0.257559,0.246259,0.449123,0.325009,0.3792,0.445956,0.305648
6.01033,0.309469,0.441365,0.367389,0.373351,0.445347,0.264565,0.275488,0.45206,0.256255,0.332611,0.443058,0.257547,0.246389,0.449553,0.325067,0.379309,0.446161,0.305596
6.03032,0.30958,0.441664,0.367346,0.373406,0.445513,0.264482,0.275558,0.45251,0.256239,0.332655,0.443344,0.257489,0.246496,0.450054,0.325069,0.379393,0.446289,0.30551
6.05032,0.309674,0.441996,0.367389,0.373416,0.445685,0.264467,0.275571,0.452828,0.256305,0.332656,0.443575,0.257511,0.246566,0.450457,0.325161,0.37944,0.446477,0.305489
6.07033,0.309789,0.44215,0.367564,0.373358,0.445803,0.264534,0.275508,0.453066,0.256543,0.332583,0.443744,0.257647,0.246619,0.450704,0.325448,0.379453,0.446572,0.305546
6.09033,0.309868,0.442177,0.367898,0.373188,0.445766,0.264712,0.275325,0.453112,0.256961,0.332395,0.443741,0.257926,0.246603,0.450781,0.325937,0.379385,0.446533,0.305709
6.11033,0.309831,0.442248,0.368407,0.372861,0.445747,0.265041,0.274984,0.453194,0.257566,0.332046,0.443763,0.258371,0.246455,0.450908,0.326624,0.379175,0.446518,0.30602
6.13035,0.309785,0.442416,0.369025,0.372432,0.445778,0.265422,0.274541,0.453395,0.258313,0.331589,0.443865,0.258906,0.246268,0.451177,0.327478,0.378901,0.446548,0.306377
6.15034,0.309756,0.442646,0.369662,0.372027,0.445929,0.26583,0.274122,0.453697,0.259082,0.331157,0.444079,0.259463,0.246101,0.451511,0.32835,0.378648,0.446682,0.30676
6.17035,0.309735,0.442927,0.370147,0.371684,0.445904,0.266113,0.273784,0.454001,0.259671,0.330788,0.444188,0.259879,0.245978,0.451973,0.329031,0.378438,0.446671,0.307021
6.19037,0.30973,0.4432,0.370335,0.371471,0.445767,0.266166,0.273589,0.454215,0.259915,0.330556,0.444192,0.260021,0.24592,0.452411,0.329336,0.378313,0.446579,0.307059
6.21035,0.309682,0.443347,0.370368,0.371365,0.445581,0.266158,0.273503,0.454281,0.259953,0.330442,0.444105,0.26004,0.245872,0.452663,0.329393,0.378235,0.446441,0.307045
6.22035,0.309654,0.443312,0.370345,0.371284,0.445442,0.266101,0.27342,0.454158,0.259939,0.330357,0.44397,0.260006,0.245825,0.452606,0.329395,0.378175,0.446336,0.306984
6.24035,0.309618,0.443138,0.370231,0.371162,0.44519,0.265935,0.273303,0.454025,0.259856,0.330228,0.443768,0.259874,0.245765,0.452509,0.329336,0.378089,0.446077,0.306812
6.27037,0.309487,0.442978,0.369791,0.371131,0.445032,0.265554,0.273291,0.454012,0.259392,0.330201,0.443673,0.259454,0.245686,0.452475,0.328845,0.378021,0.445874,0.306438
6.29037,0.309434,0.443042,0.369467,0.371117,0.444686,0.265246,0.273313,0.454022,0.259037,0.330185,0.44347,0.259135,0.245682,0.452707,0.328484,0.377998,0.445572,0.30613
6.31039,0.309382,0.443093,0.369113,0.371088,0.444482,0.264901,0.273317,0.45415,0.258673,0.330152,0.443404,0.258785,0.24567,0.452959,0.328115,0.377965,0.445362,0.305787
6.33044,0.309208,0.443146,0.368793,0.370995,0.444416,0.264628,0.273252,0.454313,0.258329,0.330061,0.443434,0.258481,0.24555,0.45317,0.32775,0.377843,0.445271,0.305519
6.35047,0.309057,0.443246,0.36849,0.370885,0.444217,0.264346,0.273196,0.454608,0.258014,0.32995,0.443443,0.258184,0.245464,0.453596,0.327426,0.377724,0.445032,0.30524
6.37042,0.308932,0.443219,0.368325,0.370735,0.443925,0.264164,0.273075,0.454599,0.25785,0.329796,0.443266,0.258014,0.24536,0.453724,0.32727,0.377587,0.444752,0.305055
6.39044,0.308943,0.446354,0.368775,0.37033,0.443459,0.264406,0.272684,0.454282,0.25813,0.329364,0.442752,0.25844,0.245244,0.455757,0.32765,0.377349,0.445585,0.305222
6.41043,0.308874,0.44604,0.368821,0.370037,0.442956,0.264326,0.272371,0.453713,0.258238,0.329058,0.442215,0.25845,0.245081,0.455322,0.327813,0.377143,0.445173,0.305122
6.43047,0.308917,0.445725,0.368782,0.369978,0.442509,0.264232,0.272286,0.453064,0.258219,0.328995,0.441675,0.2584,0.245064,0.454787,0.327818,0.377121,0.444836,0.305015
